Subject,Set,Trial,TOD,StartTr,RT,LRT,RRT,DRT,Standard,Variable,Choice,Group,LftText,RgtText
101651.2,SetA, 97 ,55381.980,55381.980,0.109,  0.000,  1.375,  2.656,   2 , 22 , 2 , 0 ," $0.00 now","$10 in 30 days"
101651.2,SetA, 98 ,55385.030,55385.030,0.109,  0.000,  2.015,  3.156,   3 , 10 , 2 , 0 ," $5.50 now","$10 in 90 days"
101651.2,SetA, 99 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   0 , 5 , 0 , 0 ," $8.00 now","$10 now"
101651.2,SetA, 100 ,55388.570,55388.570,0.015,  1.234,  0.000,  2.687,   1 , 19 , 1 , 0 ,"$10 in 7 days"," $1.00 now"
101651.2,SetA, 101 ,55391.650,55391.650,0.000,  0.937,  0.000,  2.266,   3 , 20 , 1 , 0 ,"$10 in 90 days"," $0.50 now"
101651.2,SetA, 102 ,55394.310,55394.310,0.109,  1.499,  0.000,  2.624,   4 , 17 , 1 , 0 ,"$10 in 180 days"," $2.00 now"
101651.2,SetA, 103 ,55397.320,55397.320,0.078,  0.000,  1.531,  2.765,   3 , 5 , 2 , 0 ," $8.00 now","$10 in 90 days"
101651.2,SetA, 104 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   5 , 8 , 0 , 0 ," $6.50 now","$10 in 365 days"
101651.2,SetA, 105 ,55400.480,55400.480,0.109,  3.219,  0.000,  4.188,   2 , 13 , 1 , 0 ,"$10 in 30 days"," $4.00 now"
101651.2,SetA, 106 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   1 , 21 , 0 , 0 ,"$10 in 7 days"," $0.25 now"
101651.2,SetA, 107 ,55405.060,55405.060,0.109,  1.484,  0.000,  3.171,   2 , 9 , 1 , 0 ,"$10 in 30 days"," $6.00 now"
101651.2,SetA, 108 ,55408.620,55408.620,0.109,  0.000,  2.828,  4.359,   3 , 15 , 2 , 0 ," $3.00 now","$10 in 90 days"
101651.2,SetA, 109 ,55413.370,55413.370,0.109,  0.000,  4.344,  6.703,   2 , 16 , 2 , 0 ," $2.50 now","$10 in 30 days"
101651.2,SetA, 110 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   2 , 21 , 0 , 0 ,"$10 in 30 days"," $0.25 now"
