Subject,Set,Trial,TOD,StartTr,RT,LRT,RRT,DRT,Standard,Variable,Choice,Group,LftText,RgtText
9999_1_Y1     01-21-2014    15:26:05,SetA
9999_1_Y1,SetA, 1 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   5 , 4 , 0 , 0 ," $8.50 now","$10 in 365 days"
9999_1_Y1,SetA, 2 ,55475.770,55475.770,0.065,  0.000,  41.471,  41.846,   3 , 10 , 2 , 0 ,"$10 in 90 days"," $5.50 now"
9999_1_Y1,SetA, 3 ,55518.010,55518.010,0.111,  0.000,  1.861,  15.017,   3 , 18 , 2 , 0 ," $1.50 now","$10 in 90 days"
9999_1_Y1,SetA, 4 ,55533.410,55533.410,0.111,  0.000,  0.000,  0.000,   1 , 12 , 0 , 0 ,"$10 in 7 days"," $4.50 now"
9999_1_Y1,SetA, 5 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   0 , 0 , 0 , 0 ,"$10 now"," $10.50 now"
9999_1_Y1,SetA, 6 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   0 , 0 , 0 , 0 ,"$10 now"," $10.50 now"
9999_1_Y1,SetA, 7 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   0 , 0 , 0 , 0 ,"$10 now"," $10.50 now"
9999_1_Y1,SetA, 8 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   0 , 0 , 0 , 0 ,"$10 now"," $10.50 now"
9999_1_Y1,SetA, 9 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   0 , 0 , 0 , 0 ,"$10 now"," $10.50 now"
9999_1_Y1,SetA, 10 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   0 , 0 , 0 , 0 ,"$10 now"," $10.50 now"
9999_1_Y1,SetA, 11 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   0 , 0 , 0 , 0 ,"$10 now"," $10.50 now"
9999_1_Y1,SetA, 12 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   0 , 0 , 0 , 0 ,"$10 now"," $10.50 now"
9999_1_Y1,SetA, 13 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   0 , 0 , 0 , 0 ,"$10 now"," $10.50 now"
9999_1_Y1,SetA, 14 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   0 , 0 , 0 , 0 ,"$10 now"," $10.50 now"
9999_1_Y1,SetA, 15 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   0 , 0 , 0 , 0 ,"$10 now"," $10.50 now"
9999_1_Y1,SetA, 16 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   0 , 0 , 0 , 0 ,"$10 now"," $10.50 now"
9999_1_Y1,SetA, 17 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   0 , 0 , 0 , 0 ,"$10 now"," $10.50 now"
9999_1_Y1,SetA, 18 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   0 , 0 , 0 , 0 ,"$10 now"," $10.50 now"
9999_1_Y1,SetA, 19 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   0 , 0 , 0 , 0 ,"$10 now"," $10.50 now"
9999_1_Y1,SetA, 20 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   0 , 0 , 0 , 0 ,"$10 now"," $10.50 now"
9999_1_Y1,SetA, 21 ,0.000,0.000,0.000,  0.000,  0.000,  0.000,   0 , 0 , 0 , 0 ,"$10 now"," $10.50 now"
